act,context,onset,offset,inter_scale,target,predictability,agent_H_NH,main_effector,eff_visibility,act_label,obj_label,run,sociality,dinamicity,durativity,telicity,iterativity,transitivity,multi_ag_vs_jointact,tool_mediated,faces,ToM,touch,EBL,EIA,gesticolare,simbolic_gestures,people_present,onset_ds,offset_ds,rater,action_present
485,act_486,2,05:31.7,05:32.2,0,2,0,1,6,1,rispondere,donna,3,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,3317,3322,LT,1
486,act_487,2,05:30.9,05:31.7,0,2,0,1,6,1,ridere ,,3,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,3309,3317,LT,1
487,act_488,2,05:32.5,05:35.5,0,2,0,1,6,1,parlare,donna,3,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,3325,3355,LT,1
488,act_489,2,05:35.8,05:37.8,0,2,0,1,6,1,parlare,donna,3,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,3358,3378,LT,1
489,act_490,2,05:37.9,05:39.1,0,2,0,1,6,1,domandare,donna,3,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,3379,3391,LT,1
490,act_491,2,05:39.3,05:39.9,0,2,0,1,6,1,parlare,donna,3,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,3393,3399,LT,1
491,act_492,2,05:40.8,05:44.9,0,2,0,1,6,1,parlare,donna,3,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,3408,3449,LT,1
492,act_493,2,05:45.0,05:46.2,0,2,0,1,6,1,parlare,donna,3,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,3450,3462,LT,1
493,act_494,2,05:46.3,05:50.2,0,2,0,1,6,1,parlare,uomo,3,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,3463,3502,LT,1
494,act_495,2,05:43.0,05:46.4,0,0,0,1,6,1,aspirare ,sigaretta,3,0,1,0,1,0,1,0,1,1,0,2,0,0,0,0,0,3430,3464,LT,1
495,act_496,2,05:51.4,05:58.6,0,2,0,1,6,1,parlare,donna,3,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,3514,3586,LT,1
496,act_497,2,05:58.4,05:58.9,0,0,0,1,6,1,scrollare ,sigaretta,3,0,1,0,1,0,1,0,0,1,0,2,0,0,1,0,0,3584,3589,LT,1
497,act_498,2,05:58.9,05:59.8,0,2,0,1,6,1,parlare,donna,3,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3589,3598,LT,1
498,act_499,2,05:57.0,05:57.9,0,1,1,1,5,1,alzarsi ,,3,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,3570,3579,LT,1
499,act_500,2,05:59.7,06:00.0,0,1,1,1,5,1,alzarsi,,3,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,3597,3600,LT,1
500,act_501,2,06:00.4,06:02.7,0,2,0,1,6,1,parlare,donna,3,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3604,3627,LT,1
501,act_502,2,06:03.4,06:05.0,0,2,0,1,6,1,parlare,donna,3,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3634,3650,LT,1
502,act_503,2,06:05.3,06:06.8,0,2,0,1,6,1,parlare,donna,3,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,3653,3668,LT,1
503,act_504,2,06:06.7,06:10.9,0,2,0,0,6,1,abbaiare,donna,3,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3667,3709,LT,1
504,act_505,2,06:06.6,06:06.9,0,2,0,1,6,1,parlare,cane,3,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3666,3669,LT,1
505,act_506,2,06:10.8,06:11.6,0,1,0,0,10,1,voltarsi ,,3,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,3708,3716,LT,1
506,act_507,2,06:11.6,06:14.1,0,2,0,1,6,1,parlare,donna,3,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,3716,3741,LT,1
507,act_508,2,06:14.4,06:15.9,0,2,0,1,6,1,ridere ,,3,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,3744,3759,LT,1
508,act_509,2,06:16.9,06:18.9,0,2,0,1,6,1,salutare ,donna,3,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,3769,3789,LT,1
509,act_510,2,06:18.5,06:19.8,0,0,1,1,2,0,aprire,porta,3,0,1,0,1,0,1,0,0,1,0,2,0,0,0,0,0,3785,3798,LT,1
510,act_511,2,06:19.3,06:22.0,0,2,0,0,6,1,abbaiare,donna,3,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,3793,3820,LT,1
511,act_512,2,06:36.4,06:39.5,0,2,0,1,6,1,parlare,cane,3,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,3964,3995,LT,1
512,act_513,2,05:14.0,05:16.1,0,0,0,1,5,1,sedersi,divano,3,0,1,0,1,0,1,0,0,1,0,2,0,0,0,0,0,3140,3161,LT,1
513,act_514,2,06:46.0,06:47.8,0,0,0,1,1,1,aprire ,giornale ,3,0,1,0,1,0,1,0,0,1,0,2,0,0,0,0,0,4060,4078,LT,1
514,act_515,2,06:51.4,06:53.1,0,2,0,1,6,1,parlare,cane,3,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,4114,4131,LT,1
515,act_516,2,06:57.1,06:57.9,0,2,0,1,6,0,urlare,donna,3,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,4171,4179,LT,1
516,act_517,2,07:00.5,07:04.8,1,1,1,1,5,1,scendere,scale,3,0,1,1,0,0,1,0,0,1,0,2,1,0,0,0,0,4205,4248,LT,1
517,act_518,2,07:01.0,07:01.7,0,4,0,1,6,1,parlare,,3,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,4210,4217,LT,1
518,act_519,2,07:00.5,07:09.7,1,0,1,1,2,1,portare,coperte ,3,0,1,1,1,0,1,0,0,1,0,2,0,0,0,0,0,4205,4297,LT,1
519,act_520,2,07:06.1,07:09.6,0,2,0,1,6,1,domandare,donna,3,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,4261,4296,LT,1
520,act_521,2,07:07.0,07:08.5,1,2,0,1,3,1,allontanare ,uomo,3,1,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,4270,4285,LT,1
521,act_522,2,07:08.5,07:09.4,0,0,1,1,2,1,aprire,porta,3,0,1,0,1,0,1,0,0,1,0,2,0,0,0,0,0,4285,4294,LT,1
522,act_523,2,07:09.4,07:10.5,0,0,1,1,2,1,chiudere,porta,3,0,1,0,1,0,1,0,0,1,0,2,0,0,0,0,0,4294,4305,LT,1
523,act_524,2,07:10.7,07:11.5,0,0,1,1,2,1,aprire,porta,3,0,1,0,1,0,1,0,0,1,0,2,0,0,0,0,0,4307,4315,LT,1
524,act_525,2,07:11.0,07:13.5,0,2,0,1,6,1,annunciare,uomo,3,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,4310,4335,LT,1
525,act_526,2,07:13.6,07:14.0,0,0,1,1,2,1,chiudere,porta,3,0,1,0,1,0,1,0,0,1,0,2,0,0,0,0,0,4336,4340,LT,1
526,act_527,2,07:14.1,07:16.9,0,2,0,1,6,0,urlare ,cane,3,1,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,4341,4369,LT,1
527,act_528,2,07:16.8,07:17.3,0,4,0,0,6,1,abbaiare,,3,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,4368,4373,LT,1
528,act_529,2,07:17.2,07:18.0,0,0,1,1,2,0,aprire,porta,3,0,1,0,1,0,1,0,0,1,0,2,0,0,0,0,0,4372,4380,LT,1
529,act_530,2,05:57.0,05:57.9,0,1,1,1,5,1,rizzarsi,,3,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,3570,3579,LT,1
530,act_531,2,07:20.2,07:21.2,0,2,0,1,6,1,annunciare,uomo,3,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,4402,4412,LT,1
531,act_532,2,07:21.5,07:22.1,0,2,0,0,6,1,mugugnare,uomo,3,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,4415,4421,LT,1
532,act_533,2,07:23.6,07:24.2,0,0,1,1,2,0,chiudere,porta,3,0,1,0,1,0,1,0,0,1,0,2,0,0,0,0,0,4436,4442,LT,1
533,act_534,2,07:24.7,07:27.7,0,2,0,1,6,1,parlare,cane,3,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,4447,4477,LT,1
534,act_535,2,07:28.9,07:29.9,0,0,1,1,2,1,aprire,porta,3,0,1,0,1,0,1,0,0,1,0,2,0,0,0,0,0,4489,4499,LT,1
535,act_536,2,07:30.6,07:32.7,0,2,1,1,3,1,abbracciare ,donna,3,1,1,1,0,0,0,2,0,1,0,0,1,0,1,0,0,4506,4527,LT,1
536,act_537,2,07:31.2,07:32.1,0,2,0,1,6,1,baciare,gota,3,1,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,4512,4521,LT,1
537,act_538,2,07:32.3,07:33.0,0,2,0,1,6,1,domandare,donna,3,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,4523,4530,LT,1
538,act_539,2,07:33.1,07:34.1,0,2,0,1,6,1,rispondere,donna,3,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,4531,4541,LT,1
539,act_540,2,07:34.3,07:36.8,0,2,0,1,6,1,parlare,donna,3,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,4543,4568,LT,1
540,act_541,2,07:36.9,07:38.9,0,2,0,1,6,1,parlare,uomo,3,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,4569,4589,LT,1
541,act_542,2,07:41.5,07:42.8,0,3,0,1,6,1,parlare,cane,3,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,4615,4628,LT,1
542,act_543,2,07:44.7,07:47.0,1,3,0,0,5,1,avvicinarsi,cane,3,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,4647,4670,LT,1
543,act_544,2,07:44.9,07:47.9,0,3,0,1,6,1,parlare,cane,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4649,4679,LT,1
544,act_545,2,07:47.0,07:48.8,0,2,0,0,6,1,abbaiare,uomo,3,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,4670,4688,LT,1
545,act_546,2,07:49.0,07:50.9,0,2,0,0,6,1,mugugnare,uomo,3,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,4690,4709,LT,1
546,act_547,2,07:51.7,07:53.2,0,3,0,1,6,1,parlare,cane,3,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,4717,4732,LT,1
547,act_548,2,07:54.0,08:01.5,1,3,0,0,5,1,avvicinarsi,cane,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4740,4815,LT,1
548,act_549,2,08:01.6,08:06.1,0,3,0,0,6,1,cercare ,mammelle,3,1,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,4816,4861,LT,1
549,act_550,2,08:06.6,08:08.1,0,2,0,1,6,1,parlare,uomo,3,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,4866,4881,LT,1
550,act_551,2,08:09.6,08:10.6,0,2,0,1,3,1,abbracciare ,uomo,3,1,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,4896,4906,LT,1
551,act_552,2,08:11.0,08:13.2,0,3,0,0,8,1,leccare,muso,3,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,4910,4932,LT,1
552,act_553,2,08:13.6,08:19.0,1,3,0,0,10,1,accoccolarsi,cane,3,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,4936,4990,LT,1
553,act_554,2,08:18.9,08:21.1,0,3,0,0,7,1,appoggia,cane,3,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,4989,5011,LT,1
554,act_555,1,08:24.8,08:26.6,0,0,1,1,2,0,aprire,porta,3,0,1,0,1,0,1,0,0,0,0,2,0,0,0,0,0,5048,5066,LT,1
555,act_556,2,08:26.5,08:30.1,0,2,0,1,6,1,chiamare ,donna,3,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,5065,5101,LT,1
556,act_557,2,08:27.6,08:28.4,0,0,1,1,2,0,chiudere,porta,3,0,1,0,1,0,1,0,0,1,0,2,0,0,0,0,0,5076,5084,LT,1
557,act_558,2,08:30.5,08:33.8,0,2,0,1,6,1,parlare,donna,3,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,5105,5138,LT,1
558,act_559,2,08:33.1,08:34.0,0,2,0,1,3,1,scostare ,uomo,3,1,1,0,1,0,0,0,0,1,0,1,1,0,1,0,0,5131,5140,LT,1
559,act_560,2,08:38.0,08:45.1,0,4,0,1,6,1,parlare,,3,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,5180,5251,LT,1
560,act_561,2,08:43.1,08:45.1,0,0,0,1,5,0,inginocchiarsi,pavimento,3,0,1,0,1,0,1,0,0,1,0,2,0,0,0,0,0,5231,5251,LT,1
561,act_562,2,08:45.7,08:51.4,0,4,0,1,6,1,parlare,,3,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,5257,5314,LT,1
562,act_563,2,08:51.2,08:52.4,0,1,1,1,5,1,alzarsi,,3,0,1,0,1,0,0,0,0,1,0,2,0,0,0,0,0,5312,5324,LT,1
563,act_564,2,08:52.2,08:54.6,0,2,0,1,6,1,parlare,donna,3,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,5322,5346,LT,1
564,act_565,2,08:54.8,08:57.0,0,2,0,1,6,1,parlare,donna,3,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,5348,5370,LT,1
565,act_566,2,08:57.6,08:58.6,0,2,0,1,6,1,domandare,donna,3,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,5376,5386,LT,1
566,act_567,2,08:58.7,08:59.3,0,2,0,1,6,1,rispondere,donna,3,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,5387,5393,LT,1
567,act_568,2,08:59.6,09:03.9,0,2,0,1,6,1,parlare,donna,3,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,5396,5439,LT,1
568,act_569,2,09:03.9,09:05.6,0,2,0,1,6,1,domandare,donna,3,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,5439,5456,LT,1
569,act_570,2,09:03.5,09:05.6,0,0,0,1,6,1,aspirare ,sigaretta,3,0,1,0,1,0,1,0,1,1,0,2,0,0,0,0,0,5435,5456,LT,1
570,act_571,2,09:05.7,09:06.9,0,2,0,1,6,1,parlare,uomo,3,1,1,1,0,0,0,0,0,1,0,0,1,0,0,1,1,5457,5469,LT,1
571,act_572,2,09:06.9,09:11.0,0,2,0,1,6,1,parlare,donna,3,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,5469,5510,LT,1
572,act_573,2,09:11.0,09:13.4,0,2,0,1,6,1,parlare,donna,3,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,5510,5534,LT,1
573,act_574,2,09:13.1,09:15.8,0,0,0,1,6,1,fumare ,sigaretta,3,0,1,0,1,0,1,0,1,1,0,2,0,0,1,0,0,5531,5558,LT,1
574,act_575,2,09:13.9,09:15.8,0,2,0,1,6,1,parlare,donna,3,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,5539,5558,LT,1
575,act_576,2,09:15.8,09:18.9,0,2,0,1,6,1,parlare,uomo,3,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,5558,5589,LT,1
576,act_577,2,09:18.8,09:19.6,0,2,0,1,6,1,parlare,donna,3,1,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,5588,5596,LT,1
577,act_578,2,09:19.0,09:22.9,0,2,0,1,6,1,interrompere,uomo,3,1,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,5590,5629,LT,1
578,act_579,2,09:22.8,09:31.3,0,2,0,1,6,1,parlare,donna,3,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,5628,5713,LT,1
579,act_580,2,09:23.3,09:24.6,0,0,1,1,0,0,estrarre ,assegni,3,0,1,0,1,0,1,0,0,1,0,2,0,1,0,0,0,5633,5646,LT,1
580,act_581,2,09:24.7,09:29.6,0,0,1,1,1,0,sfogliare ,assegni,3,0,1,1,0,1,1,0,0,1,0,2,0,1,0,0,0,5647,5696,LT,1
581,act_582,2,09:29.6,09:38.2,0,0,1,1,1,0,scrivere,assegno,3,0,1,0,0,0,1,0,1,1,0,2,0,1,0,0,0,5696,5782,LT,1
582,act_583,2,09:32.3,09:38.3,0,2,0,1,6,1,parlare,donna,3,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,5723,5783,LT,1
583,act_584,2,09:38.3,09:40.9,0,2,0,1,6,1,parlare,donna,3,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,5783,5809,LT,1
584,act_585,2,09:40.8,09:43.9,0,2,0,1,6,1,parlare,donna,3,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,5808,5839,LT,1
585,act_586,2,09:44.0,09:45.9,0,2,0,1,6,1,parlare,uomo,3,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,5840,5859,LT,1
586,act_587,2,09:45.9,09:46.7,0,2,0,1,6,1,parlare,donna,3,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,5859,5867,LT,1
587,act_588,2,09:46.8,09:47.5,0,2,0,1,6,1,parlare,uomo,3,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,5868,5875,LT,1
588,act_589,2,09:47.8,09:50.6,0,0,1,1,2,0,offrire  ,assegno,3,1,1,0,0,0,1,0,0,1,0,2,0,1,0,0,0,5878,5906,LT,1
589,act_590,2,09:48.0,09:48.7,0,2,0,1,6,1,parlare,donna,3,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,5880,5887,LT,1
590,act_591,2,09:52.9,09:57.5,0,0,1,1,0,0,mostrare,assegno,3,0,1,0,0,0,1,0,0,1,0,2,0,1,0,0,0,5929,5975,LT,1
591,act_592,2,09:55.6,09:56.5,0,2,0,1,6,1,parlare,donna,3,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,5956,5965,LT,1
592,act_593,2,09:57.5,10:02.3,0,2,0,1,6,1,parlare,donna,3,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,5975,6023,LT,1
593,act_594,2,10:05.0,10:07.6,0,2,0,1,6,1,domandare,coppia,3,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,6050,6076,LT,1
594,act_595,2,10:08.3,10:09.1,0,2,0,1,6,1,parlare,donna,3,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,6083,6091,LT,1
595,act_596,2,10:12.0,10:33.5,0,2,1,1,6,1,parlare,coppia,3,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,6120,6335,LT,1
596,act_597,2,10:22.5,10:26.1,0,0,1,1,1,0,strappare ,assegno,3,0,1,0,0,0,1,0,0,1,0,2,1,1,1,0,0,6225,6261,LT,1
597,act_598,2,10:26.0,10:27.1,0,2,1,1,1,1,lanciare,cartacce,3,1,1,0,1,0,1,0,0,1,0,2,1,0,1,0,0,6260,6271,LT,1
598,act_599,2,10:27.4,10:32.8,1,0,1,1,5,0,andarsene,casa,3,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,6274,6328,LT,1
599,act_600,2,10:32.9,10:34.3,0,0,1,1,2,1,aprire,porta,3,0,1,0,1,0,1,0,0,1,0,2,0,0,0,0,0,6329,6343,LT,1
600,act_601,2,10:34.5,10:35.3,0,0,1,1,2,1,chiudere,porta,3,0,1,0,1,0,1,0,0,1,0,2,1,0,0,0,0,6345,6353,LT,1
601,act_602,1,00:12.8,00:13.9,0,1,0,1,7,1,guardare,coppia,4,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,128,139,LT,1
602,act_603,1,00:16.3,00:17.2,0,0,1,1,2,1,chiudere,porta,4,0,1,0,1,0,1,0,0,1,0,2,1,0,0,0,0,163,172,LT,1
603,act_604,1,00:16.7,00:19.2,0,0,0,1,0,1,muovere ,specchietto,4,0,1,0,1,0,1,0,0,1,0,2,0,0,0,0,0,167,192,LT,1
604,act_605,1,00:18.3,00:24.9,1,4,0,1,5,1,passeggiare,,4,0,1,0,0,0,0,2,0,1,0,1,0,0,0,0,0,183,249,LT,1
605,act_606,1,00:18.3,00:24.9,1,4,0,0,5,1,passeggiare,,4,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,183,249,LT,1
606,act_607,1,00:26.5,00:30.8,0,1,0,1,7,1,guardare,coppia,4,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,265,308,LT,1
607,act_608,1,00:30.9,00:35.4,1,4,0,1,5,1,passeggiare,,4,0,1,0,0,0,0,2,0,0,0,1,0,0,0,0,0,309,354,LT,1
608,act_609,1,00:30.9,00:35.4,1,4,0,0,5,1,passeggiare,,4,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,309,354,LT,1
609,act_610,1,00:35.9,00:37.0,0,2,0,1,6,1,parlare,uomo,4,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,359,370,LT,1
610,act_611,1,00:37.0,00:37.6,0,0,1,1,0,1,togliersi ,cappello,4,0,1,0,1,0,1,0,0,1,0,2,0,0,0,0,0,370,376,LT,1
611,act_612,2,00:45.8,00:48.1,0,0,1,0,1,0,chiudere,tende,4,0,1,0,1,0,1,0,0,1,0,2,0,0,0,0,0,458,481,LT,1
612,act_613,2,00:50.1,00:59.5,0,4,0,1,6,1,parlare,,4,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,501,595,LT,1
613,act_614,2,00:50.1,00:51.6,0,0,0,1,0,1,raccogliere,ciotola,4,0,1,0,1,0,1,0,0,1,0,2,0,0,0,0,0,501,516,LT,1
614,act_615,2,00:54.7,01:01.1,0,0,1,1,1,1,spostare ,pappa,4,0,1,1,1,0,1,0,1,1,0,2,0,0,0,0,0,547,611,LT,1
615,act_616,2,01:01.7,01:03.3,0,0,0,1,0,1,appoggiare,ciotola,4,0,1,0,1,0,1,0,0,1,0,2,0,0,0,0,0,617,633,LT,1
616,act_617,2,01:03.6,01:04.2,0,4,0,1,6,1,domandarsi,,4,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,636,642,LT,1
617,act_618,2,01:04.0,01:05.3,0,0,1,1,1,1,sbattere,cucchiaio,4,0,1,1,0,1,1,0,0,1,0,2,0,0,0,0,0,640,653,LT,1
618,act_619,2,01:06.5,01:12.5,1,4,0,1,5,1,dirigersi,porta,4,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,665,725,LT,1
619,act_620,2,01:09.8,01:13.5,0,2,0,1,6,1,parlare,uomo,4,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,698,735,LT,1
620,act_621,2,01:13.0,01:15.9,0,0,1,1,2,1,aprire,porta,4,0,1,0,1,0,1,0,0,0,0,2,0,0,0,0,0,730,759,LT,1
621,act_622,1,01:15.9,01:16.5,0,2,0,1,6,1,salutare,donna,4,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,759,765,LT,1
622,act_623,2,01:16.4,01:17.5,0,2,0,1,6,1,esclamare ,,4,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,764,775,LT,1
623,act_624,2,01:16.8,01:19.4,0,0,0,1,3,1,chiudere,porta,4,0,1,0,1,0,1,0,0,1,0,2,1,0,0,0,0,768,794,LT,1
624,act_625,2,01:17.4,01:19.3,0,0,1,1,2,1,fermare,porta,4,0,1,1,0,1,1,0,0,1,0,2,0,0,0,0,0,774,793,LT,1
625,act_626,2,01:18.7,01:20.8,0,2,0,1,6,1,parlare,donna,4,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,787,808,LT,1
626,act_627,2,01:20.7,01:21.3,1,2,0,1,2,1,colpire ,uomo,4,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,807,813,LT,1
627,act_628,2,01:22.1,01:29.1,1,2,1,1,10,1,lottare ,uomini,4,1,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,821,891,LT,1
628,act_629,2,01:25.3,01:26.5,0,2,0,1,6,1,parlare,uomo,4,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,853,865,LT,1
629,act_630,2,01:26.7,01:27.6,0,2,0,1,6,1,parlare,uomo,4,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,867,876,LT,1
630,act_631,2,01:29.3,01:42.5,1,2,1,1,3,1,spostare ,donna,4,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,893,1025,LT,1
631,act_632,2,01:29.6,01:35.6,0,2,0,1,6,1,urlare,uomini,4,1,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,896,956,LT,1
632,act_633,2,01:28.9,01:33.6,1,2,0,1,2,1,schiaffeggiare ,uomini,4,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,889,936,LT,1
633,act_634,2,01:31.4,01:40.9,0,2,0,1,6,1,parlare,uomo,4,1,1,1,0,0,0,2,0,1,0,1,1,0,0,0,0,914,1009,LT,1
634,act_635,2,01:41.0,01:42.2,1,2,1,1,3,1,spingere ,donna,4,0,1,1,0,0,0,2,0,1,0,1,0,0,0,0,0,1010,1022,LT,1
635,act_636,2,01:42.4,01:42.9,1,0,1,1,10,1,chiudere,sgabuzzino ,4,0,1,0,1,0,1,2,0,1,0,2,0,0,0,0,0,1024,1029,LT,1
636,act_637,2,01:43.4,01:45.4,1,0,0,1,10,1,colpire ,porta ,4,0,1,0,1,1,1,0,0,1,0,2,1,0,0,0,0,1034,1054,LT,1
637,act_638,2,01:43.5,01:54.3,0,2,0,1,6,1,urlare,uomini,4,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1035,1143,LT,1
638,act_639,2,01:45.1,01:45.6,0,2,0,1,6,1,parlare,uomo,4,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1051,1056,LT,1
639,act_640,2,01:46.5,01:47.6,0,2,0,1,6,1,parlare,donna,4,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1065,1076,LT,1
640,act_641,2,01:45.3,01:46.9,0,0,1,1,3,1,prendere,sedia ,4,0,1,0,1,0,1,0,0,1,0,2,0,0,0,0,0,1053,1069,LT,1
641,act_642,2,01:46.9,01:48.9,1,0,1,1,3,1,sprangare,sgabuzzino ,4,0,1,0,1,0,1,2,1,1,0,2,0,0,0,0,0,1069,1089,LT,1
642,act_643,2,01:50.3,01:55.9,1,0,0,1,10,1,colpire ,porta ,4,0,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0,1103,1159,LT,1
643,act_644,2,01:56.2,02:00.8,0,2,0,1,6,1,parlare,uomo,4,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1162,1208,LT,1
644,act_645,2,01:56.5,01:57.8,0,0,0,1,0,1,togliersi,passamontagna,4,0,1,0,1,0,1,0,0,1,0,2,0,0,0,0,0,1165,1178,LT,1
645,act_646,2,01:58.3,01:59.1,0,0,0,1,0,0,togliersi,passamontagna,4,0,1,0,1,0,1,0,0,1,0,2,0,0,0,0,0,1183,1191,LT,1
646,act_647,2,02:00.9,02:03.9,0,2,0,1,6,1,parlare,uomo,4,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1209,1239,LT,1
647,act_648,2,02:04.0,02:05.3,0,2,0,1,6,1,zittire,uomo,4,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1240,1253,LT,1
